ID,ASK1_IC50_nM
TEST_000,1.903268271011692
TEST_001,1.7949492013504853
TEST_002,1.7949492013504853
TEST_003,12.250487239635323
TEST_004,17.72108601444464
TEST_005,19.82436335980106
TEST_006,18.040218710337662
TEST_007,16.117787712053346
TEST_008,0.3427247655228047
TEST_009,13.250927121316726
TEST_010,14.327608502990257
TEST_011,11.656646328399715
TEST_012,12.109363044424738
TEST_013,12.240040640672932
TEST_014,10.738883458999918
TEST_015,14.468714746575984
TEST_016,14.81657272242172
TEST_017,13.857214803224212
TEST_018,6.4916634313053025
TEST_019,6.857915522144305
TEST_020,14.418791808978098
TEST_021,13.338670165004062
TEST_022,14.84767716072125
TEST_023,11.956690001816822
TEST_024,12.48003274784868
TEST_025,7.708917682468391
TEST_026,2.147008873772826
TEST_027,16.89152118481417
TEST_028,12.525759520638907
TEST_029,10.719281405827275
TEST_030,13.61823866723027
TEST_031,5.557552030281728
TEST_032,6.640514491967701
TEST_033,12.807737552656072
TEST_034,9.575765790761011
TEST_035,12.683999773095353
TEST_036,14.651661582427742
TEST_037,13.533678144706773
TEST_038,15.739259327527952
TEST_039,15.731795685098959
TEST_040,17.9893064268922
TEST_041,7.817696461298338
TEST_042,2.218448282916738
TEST_043,13.621214491240252
TEST_044,1.6103654284147704
TEST_045,19.18154761040968
TEST_046,18.75650315916314
TEST_047,15.117138270667356
TEST_048,16.9427676843157
TEST_049,14.778278673494457
TEST_050,9.233297454919011
TEST_051,17.65652878763404
TEST_052,12.044349995921884
TEST_053,17.211845775302496
TEST_054,14.795163280227738
TEST_055,1.90261639350328
TEST_056,2.1456326367486107
TEST_057,15.733315769597965
TEST_058,15.691584144198567
TEST_059,15.784860821896478
TEST_060,15.773720846913578
TEST_061,16.491616298053138
TEST_062,16.16757435464802
TEST_063,14.376363335754133
TEST_064,16.545663839925425
TEST_065,15.037363813269224
TEST_066,18.653816006663305
TEST_067,17.120810585156534
TEST_068,2.1490276932503147
TEST_069,0.8395240944835185
TEST_070,18.031030415190543
TEST_071,17.670317707063596
TEST_072,13.932487549685046
TEST_073,2.0303924704257126
TEST_074,14.738966943798223
TEST_075,14.979425167063448
TEST_076,14.49937547835651
TEST_077,2.4908524354738732
TEST_078,2.0333685167891438
TEST_079,1.963930461322319
TEST_080,7.113669705258367
TEST_081,15.410529939202245
TEST_082,18.6168842130188
TEST_083,18.287108533279923
TEST_084,17.805594103171224
TEST_085,15.381877011825887
TEST_086,15.869280326544175
TEST_087,15.826162819160228
TEST_088,14.010138007039899
TEST_089,15.849986488393988
TEST_090,17.227046383923774
TEST_091,17.95114754426823
TEST_092,15.441914831103459
TEST_093,13.670161921053914
TEST_094,15.169728963624737
TEST_095,12.988721312275102
TEST_096,15.46072890787035
TEST_097,13.686381542411196
TEST_098,15.187244236962076
TEST_099,13.004532195581557
TEST_100,16.11508035107908
TEST_101,15.86090168880155
TEST_102,15.879232438753808
TEST_103,13.90580406957651
TEST_104,16.816594361601542
TEST_105,16.53834438158609
TEST_106,1.5355468958727474
TEST_107,1.869619853387608
TEST_108,18.32360742743974
TEST_109,18.864353156439243
TEST_110,15.789176859814006
TEST_111,15.815757739088061
TEST_112,15.819734833172799
TEST_113,17.597809129035657
TEST_114,18.568095317959948
TEST_115,17.53653116014042
TEST_116,13.86712307561009
TEST_117,13.870518782386558
TEST_118,14.556608046942495
TEST_119,16.471963701895493
TEST_120,16.94163297289174
TEST_121,8.511311602076368
TEST_122,17.478920630301673
TEST_123,17.440293262430004
TEST_124,19.264071317973972
TEST_125,14.997050030865175
TEST_126,17.912263242525167
